u_id,model,true_country,pred_country_orig,correct_orig,category_primary,category_name,category_score,pred_k10,changed_k10,pred_k20,changed_k20,pred_k30,changed_k30
fbe240a9-76de-4a92-8136-ea1716764e8d,qwen2vl,Iran,Iran,True,H,Appearance,0.427342,India,True,India,True,Iran,False
34dd1cb8-5e75-42fb-933a-79c31b9a7dbe,qwen2vl,Iran,Iran,True,F,Ritual / Festival,0.50589,Iran,False,Iran,False,Iran,False
829128f6-3b16-48aa-9654-69ba391bc9c6,qwen2vl,Iran,Iran,True,F,Ritual / Festival,0.68623,Iran,False,Iran,False,Iran,False
f4247462-9218-4cf6-9952-434510763b03,qwen2vl,Iran,Iran,True,C,Architecture,0.977093,Iran,False,Iran,False,Iran,False
e0ab0bf7-2f4f-4f11-a030-bf9080c1007d,qwen2vl,Iran,Iran,True,C,Architecture,0.790209,Iran,False,Iran,False,Iran,False
e7fcffa3-291f-4074-8452-afb7753bd3eb,qwen2vl,Iran,Turkey,False,D,Food / Objects,0.598508,Ethiopia,True,Ethiopia,True,Ethiopia,True
6a9e5e3f-fc05-4c27-99e0-8f62cbfbce0a,qwen2vl,Iran,Turkey,False,D,Food / Objects,0.86756,Iran,True,Iran,True,Iran,True
0aa13c4d-b47c-4bc7-a4bb-957561dbad02,qwen2vl,Iran,India,False,E,Script / Text,0.364064,Iran,True,Iran,True,China,True
34057f2e-1376-4a8d-92f0-6edc0ffa859b,qwen2vl,Iran,Iran,True,D,Food / Objects,0.997413,Iran,False,Iran,False,Iran,False
fd222649-bb5d-4bca-aedb-57a9bb3f9a4e,qwen2vl,Iran,Germany,False,H,Appearance,0.607719,Iran,True,Iran,True,Iran,True
2bec6a9c-431a-4dfa-bd02-57b455d95a3a,qwen2vl,Iran,Iran,True,B,Clothing / Dress,0.677977,Iran,False,Iran,False,Iran,False
2ffd117c-1a33-4b7a-a359-c3bb9ad35cec,qwen2vl,Iran,Germany,False,E,Script / Text,0.785356,Germany,False,Germany,False,Germany,False
6be2a046-67c7-4a4c-b67c-31d41a0714a5,qwen2vl,Iran,Iran,True,B,Clothing / Dress,0.677977,Iran,False,Iran,False,Iran,False
d0e20d67-24e5-4292-9222-4b60fdeb3b4f,qwen2vl,Iran,Iran,True,E,Script / Text,0.304681,Iran,False,Iran,False,Iran,False
1a8a184f-8ace-4cf9-a732-af3ceedef990,qwen2vl,Brazil,India,False,D,Food / Objects,0.976171,India,False,Rwanda,True,Ethiopia,True
92e9ea16-f3a3-42fd-9b4a-304d1e8bb39c,qwen2vl,Brazil,India,False,G,Natural Landscape,0.544136,Brazil,True,Brazil,True,Brazil,True
8d88fa68-f254-4577-9922-87ba6696d54f,qwen2vl,Brazil,India,False,H,Appearance,0.513601,Nigeria,True,Nigeria,True,Nigeria,True
97b3a522-968d-4db3-9126-1898cb9dca5f,qwen2vl,Brazil,Brazil,True,D,Food / Objects,0.895515,Rwanda,True,Ethiopia,True,Ethiopia,True
2faa706e-08ea-4f4e-9f88-6000d10bb322,qwen2vl,Brazil,Brazil,True,A,National Symbols,0.980113,Brazil,False,Brazil,False,Brazil,False
3429c249-9b78-4612-8b82-8ce2405193ce,qwen2vl,Brazil,Brazil,True,A,National Symbols,0.934715,Brazil,False,Brazil,False,Brazil,False
7b73f9f5-70a9-4324-a79d-99302078220b,qwen2vl,Brazil,Brazil,True,C,Architecture,0.484355,Brazil,False,Brazil,False,Brazil,False
525abdb3-d337-4b12-b2ee-01a6e3e1f780,qwen2vl,Brazil,Brazil,True,F,Ritual / Festival,0.365475,Brazil,False,Brazil,False,Brazil,False
6f8351dc-db39-4a4c-9370-b035dc80d66f,qwen2vl,Brazil,Brazil,True,D,Food / Objects,0.451007,Brazil,False,Brazil,False,Brazil,False
6b0be593-f193-48ee-bdd8-8f8cc3da741a,qwen2vl,Brazil,USA,False,H,Appearance,0.95029,Nigeria,True,Nigeria,True,Nigeria,True
f1f5ca23-1476-4be2-a203-079c456d58b7,qwen2vl,Brazil,Brazil,True,B,Clothing / Dress,0.695446,Rwanda,True,Rwanda,True,Rwanda,True
f12dd800-7905-428c-9690-28747601a795,qwen2vl,Brazil,USA,False,H,Appearance,0.95029,Nigeria,True,Nigeria,True,Nigeria,True
1b080c55-9d6e-489f-95d6-8f03f713099b,qwen2vl,Brazil,USA,False,H,Appearance,0.509988,Nigeria,True,Nigeria,True,Nigeria,True
ec6992fc-90b0-45fa-8cb0-0979086911d7,qwen2vl,Brazil,USA,False,H,Appearance,0.485786,Brazil,True,Brazil,True,Nigeria,True
4c79241e-3dc9-44d8-bed7-421701a25103,qwen2vl,Brazil,USA,False,E,Script / Text,0.413484,Brazil,True,Germany,True,Germany,True
e2ee5b98-bfa9-4103-aa2c-e0397e9bd668,qwen2vl,Brazil,Brazil,True,F,Ritual / Festival,0.621659,Nigeria,True,Rwanda,True,Rwanda,True
ec1ebd50-a42c-47c5-a77d-00546adf6224,qwen2vl,Brazil,USA,False,F,Ritual / Festival,0.513965,Rwanda,True,Nigeria,True,Nigeria,True
751a2a0e-916c-48e1-a267-c7c59106d6b0,qwen2vl,Brazil,Brazil,True,F,Ritual / Festival,0.334807,Brazil,False,Rwanda,True,Rwanda,True
aec29b23-29fa-4d4d-b20c-73e160c63943,qwen2vl,Brazil,Brazil,True,B,Clothing / Dress,0.542702,Nigeria,True,Nigeria,True,Nigeria,True
035e6a4b-1414-44d6-8b17-8bac0bb64a42,qwen2vl,Brazil,Brazil,True,D,Food / Objects,0.997902,Brazil,False,Brazil,False,Turkey,True
daef26fc-191a-476a-a883-66c9dad9f963,qwen2vl,Brazil,Brazil,True,A,National Symbols,0.38022,USA,True,USA,True,USA,True
f8d29900-ef57-4a37-93ee-d6596f54b8b0,qwen2vl,Brazil,Brazil,True,A,National Symbols,0.607469,Brazil,False,Brazil,False,Brazil,False
449dd4e6-c146-4c46-a36f-506b0669f056,qwen2vl,Brazil,USA,False,H,Appearance,0.672227,Nigeria,True,Nigeria,True,Nigeria,True
b6a921ff-8d0c-41e1-8a6a-f9f1068693ee,qwen2vl,Brazil,Brazil,True,H,Appearance,0.557069,Nigeria,True,Nigeria,True,Nigeria,True
7b652a5a-c293-42d8-9245-c3e1556636c1,qwen2vl,Rwanda,Ethiopia,False,B,Clothing / Dress,0.969859,Ethiopia,False,Ethiopia,False,Ethiopia,False
a13fc28b-003a-4e28-8850-905313634459,qwen2vl,Rwanda,Nigeria,False,B,Clothing / Dress,0.837258,Rwanda,True,Rwanda,True,Rwanda,True
693a728d-e9d9-4d50-a6c8-c38a7d8dce35,qwen2vl,Rwanda,Nigeria,False,F,Ritual / Festival,0.403855,Rwanda,True,Nigeria,False,Nigeria,False
843b1217-b7f6-4c73-9d38-0eac63bf6f28,qwen2vl,Rwanda,USA,False,H,Appearance,0.574181,Nigeria,True,Ethiopia,True,Germany,True
2a57f463-0a45-4852-9a58-acbf91395812,qwen2vl,Rwanda,Nigeria,False,H,Appearance,0.944511,Nigeria,False,Nigeria,False,Nigeria,False
3fd7af11-b663-486b-a962-16c72d01e706,qwen2vl,Rwanda,Ethiopia,False,C,Architecture,0.504121,Rwanda,True,Rwanda,True,Ethiopia,False
a952f9e8-5281-4661-950e-ffbf264a69f2,qwen2vl,Rwanda,Ethiopia,False,H,Appearance,0.471005,Ethiopia,False,Ethiopia,False,Ethiopia,False
d83a91b8-849b-4f7f-8c8e-168734417cd3,qwen2vl,Rwanda,Brazil,False,D,Food / Objects,0.729531,Rwanda,True,Rwanda,True,Rwanda,True
ae3e7c2c-7bd7-4086-93d8-14c1f86a3184,qwen2vl,Rwanda,India,False,D,Food / Objects,0.998748,Iran,True,Iran,True,Iran,True
03e3c931-426c-454a-a977-1805f7c65f15,qwen2vl,Rwanda,Ethiopia,False,B,Clothing / Dress,0.672872,Rwanda,True,Rwanda,True,Rwanda,True
2ee2ff8e-8560-4eb9-b869-6ba468258201,qwen2vl,Rwanda,Brazil,False,D,Food / Objects,0.571702,Rwanda,True,Rwanda,True,Rwanda,True
b0cbe990-43cc-45a9-9f98-ab8a0a38fe64,qwen2vl,Rwanda,Ethiopia,False,D,Food / Objects,0.698691,Ethiopia,False,Rwanda,True,Rwanda,True
ab6ac2e8-bdfc-452f-8119-914e40e8b151,qwen2vl,Rwanda,Rwanda,True,D,Food / Objects,0.451392,Rwanda,False,Rwanda,False,Rwanda,False
16ff40c1-2e0d-4207-992b-7ff20edf427a,qwen2vl,Rwanda,India,False,B,Clothing / Dress,0.398857,Nigeria,True,Rwanda,True,Rwanda,True
eed6d393-d438-4d10-8782-d5443e9342be,qwen2vl,Rwanda,Nigeria,False,D,Food / Objects,0.785517,Nigeria,False,Nigeria,False,Nigeria,False
e46d024b-8bdb-46d2-ad2b-d5dd20831693,qwen2vl,Rwanda,India,False,G,Natural Landscape,0.930796,Rwanda,True,Rwanda,True,Rwanda,True
b6b1e4ca-d9e8-4d54-a292-82c2bf818d3b,qwen2vl,Rwanda,Rwanda,True,D,Food / Objects,0.643508,Rwanda,False,Rwanda,False,Rwanda,False
7fa37c8c-5b74-4898-ba37-a0c2933cdb03,qwen2vl,Rwanda,Germany,False,D,Food / Objects,0.559895,Rwanda,True,Rwanda,True,Rwanda,True
a8e28ea4-0eac-497a-b894-1e682ef66e8e,qwen2vl,Rwanda,India,False,G,Natural Landscape,0.830853,Rwanda,True,Rwanda,True,Rwanda,True
39456870-dff9-4521-85a7-8ce1e1156572,qwen2vl,Rwanda,Germany,False,H,Appearance,0.458098,Ethiopia,True,Ethiopia,True,Ethiopia,True
d501d03b-8677-427a-bd3c-80ef26349cf6,qwen2vl,Rwanda,Nigeria,False,B,Clothing / Dress,0.504315,Rwanda,True,Rwanda,True,Rwanda,True
f7c40fe4-ac32-46c5-922c-89e85b650906,qwen2vl,Rwanda,Nigeria,False,B,Clothing / Dress,0.40151,Rwanda,True,Nigeria,False,Nigeria,False
1192021a-598b-48bb-be52-9f576e627384,qwen2vl,Rwanda,USA,False,H,Appearance,0.988627,Rwanda,True,Ethiopia,True,Ethiopia,True
86ea271d-4352-4963-80a2-96b496b9ab50,qwen2vl,Rwanda,Nigeria,False,H,Appearance,0.62912,Rwanda,True,Ethiopia,True,Ethiopia,True
ff0bce0b-7179-486e-9d05-9efa37b21512,qwen2vl,Germany,Germany,True,C,Architecture,0.568777,Germany,False,Germany,False,Germany,False
e6e586b2-3904-40e5-8fcd-0e8201909ad0,qwen2vl,Germany,USA,False,F,Ritual / Festival,0.450583,Canada,True,Canada,True,Canada,True
dd47b69e-013f-4997-9504-4d2e8a37342d,qwen2vl,Germany,Germany,True,D,Food / Objects,0.412503,Germany,False,Germany,False,Germany,False
b3d8b8f5-af2a-416e-b0ff-deaa2a94d8e5,qwen2vl,Germany,USA,False,D,Food / Objects,0.350244,Rwanda,True,Rwanda,True,Canada,True
82215031-0639-473d-8f9c-7c9de723779d,qwen2vl,Germany,Germany,True,C,Architecture,0.776505,Germany,False,Germany,False,Germany,False
39733d4c-5b90-473a-b873-d62f74e809fa,qwen2vl,Germany,Germany,True,D,Food / Objects,0.462074,Nigeria,True,Nigeria,True,Germany,False
bcc78c9f-680f-41a8-959a-b71924fe3835,qwen2vl,Germany,Germany,True,D,Food / Objects,0.988838,Germany,False,Germany,False,Germany,False
e3ca3318-1490-4d72-bed8-d9c1813ed430,qwen2vl,Germany,Germany,True,D,Food / Objects,0.878921,Germany,False,Germany,False,Germany,False
e59b1cbd-2cfd-428a-b1f4-fba8cbfb08ec,qwen2vl,Germany,Germany,True,D,Food / Objects,0.989873,Germany,False,Germany,False,Germany,False
cc3e4687-4fba-4fe1-aeb3-489db832865c,qwen2vl,Germany,Germany,True,D,Food / Objects,0.982456,Turkey,True,Germany,False,Rwanda,True
31e9a0fd-c1ab-4668-a100-e869e7c36d2e,qwen2vl,Germany,USA,False,C,Architecture,0.987221,Canada,True,USA,False,USA,False
535d82e7-8b5f-4ed4-b186-e458ced4fd32,qwen2vl,Germany,USA,False,F,Ritual / Festival,0.280221,Germany,True,Germany,True,Germany,True
606aeda1-a002-4666-9cc2-c54b4af0a436,qwen2vl,Germany,USA,False,F,Ritual / Festival,0.811495,Germany,True,Germany,True,Germany,True
b44fddf6-9e94-4b2d-92d6-b64b7047f781,qwen2vl,Germany,Germany,True,G,Natural Landscape,0.349209,Germany,False,Germany,False,Germany,False
02bd886c-af46-4b28-a3b3-939f0185db11,qwen2vl,Germany,India,False,F,Ritual / Festival,0.996401,Turkey,True,Germany,True,Germany,True
7e4d2b1e-fa75-443c-92e9-b792125002c6,qwen2vl,Germany,Germany,True,D,Food / Objects,0.377948,Germany,False,Germany,False,Germany,False
8c973562-db40-4319-9dd5-51d83c7f910e,qwen2vl,Germany,Germany,True,D,Food / Objects,0.841669,Germany,False,Germany,False,Germany,False
3f0011f7-0cf3-4ed5-a905-78d71079c3da,qwen2vl,Germany,Canada,False,D,Food / Objects,0.543438,USA,True,USA,True,USA,True
99a8796e-1be0-40dc-9e07-56df08f021e0,qwen2vl,Germany,Germany,True,D,Food / Objects,0.674444,Germany,False,Germany,False,Germany,False
098b83b9-da89-40a9-a452-bc72698c3740,qwen2vl,Germany,Germany,True,D,Food / Objects,0.482395,Brazil,True,Brazil,True,USA,True
ffcd1ddf-ff5a-4f44-90d8-f019b0e5efd1,qwen2vl,Germany,Germany,True,H,Appearance,0.793718,Germany,False,Germany,False,Germany,False
